Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR21833605,AMPLICON,502,3164608,PRJNA887535,SAMN31171164,Metagenome or environmental,2161956,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822717,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018857,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma182,SRP401402
SRR21833606,AMPLICON,502,4210274,PRJNA887535,SAMN31171163,Metagenome or environmental,2848924,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822716,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018856,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma181,SRP401402
SRR21833607,AMPLICON,500,7085000,PRJNA887535,SAMN31171133,Metagenome or environmental,4083254,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822715,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018826,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma151,SRP401402
SRR21833608,AMPLICON,500,5236000,PRJNA887535,SAMN31171132,Metagenome or environmental,3204480,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822714,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018825,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma150,SRP401402
SRR21833609,AMPLICON,500,6906500,PRJNA887535,SAMN31170997,Metagenome or environmental,4175182,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822713,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010424,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma15,SRP401402
SRR21833610,AMPLICON,502,4750426,PRJNA887535,SAMN31171131,Metagenome or environmental,3206235,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822712,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018824,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma149,SRP401402
SRR21833611,AMPLICON,500,2413000,PRJNA887535,SAMN31171130,Metagenome or environmental,1454114,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822711,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018823,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma148,SRP401402
SRR21833612,AMPLICON,502,4111882,PRJNA887535,SAMN31171129,Metagenome or environmental,2826843,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822710,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018822,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma147,SRP401402
SRR21833613,AMPLICON,500,5953500,PRJNA887535,SAMN31171128,Metagenome or environmental,3435093,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822709,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018821,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma146,SRP401402
SRR21833614,AMPLICON,502,3576248,PRJNA887535,SAMN31171127,Metagenome or environmental,2449022,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822708,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018820,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma145,SRP401402
SRR21833615,AMPLICON,500,11247000,PRJNA887535,SAMN31171126,Metagenome or environmental,6800479,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822707,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018819,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma144,SRP401402
SRR21833616,AMPLICON,502,3672632,PRJNA887535,SAMN31171125,Metagenome or environmental,2452178,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822706,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018818,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma143,SRP401402
SRR21833617,AMPLICON,502,3828754,PRJNA887535,SAMN31171124,Metagenome or environmental,2671318,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822705,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018817,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma142,SRP401402
SRR21833618,AMPLICON,500,5415500,PRJNA887535,SAMN31171123,Metagenome or environmental,3243694,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822704,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018816,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma141,SRP401402
SRR21833619,AMPLICON,500,9729500,PRJNA887535,SAMN31171122,Metagenome or environmental,5755644,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822703,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018815,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma140,SRP401402
SRR21833620,AMPLICON,500,4980000,PRJNA887535,SAMN31170996,Metagenome or environmental,2953901,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822702,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010422,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma14,SRP401402
SRR21833621,AMPLICON,500,9575000,PRJNA887535,SAMN31171121,Metagenome or environmental,5503382,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822701,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018814,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma139,SRP401402
SRR21833622,AMPLICON,502,6579714,PRJNA887535,SAMN31171120,Metagenome or environmental,4402584,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822700,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018813,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma138,SRP401402
SRR21833623,AMPLICON,500,5240500,PRJNA887535,SAMN31171119,Metagenome or environmental,3197912,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822699,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018812,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma137,SRP401402
SRR21833624,AMPLICON,500,13899500,PRJNA887535,SAMN31171118,Metagenome or environmental,7890207,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822698,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018811,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma136,SRP401402
SRR21833625,AMPLICON,502,4107364,PRJNA887535,SAMN31171117,Metagenome or environmental,2788174,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822697,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018810,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma135,SRP401402
SRR21833626,AMPLICON,500,5561000,PRJNA887535,SAMN31171116,Metagenome or environmental,3333809,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822696,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018809,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma134,SRP401402
SRR21833627,AMPLICON,500,6140500,PRJNA887535,SAMN31171115,Metagenome or environmental,3505219,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822695,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018808,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma133,SRP401402
SRR21833628,AMPLICON,500,8597500,PRJNA887535,SAMN31171114,Metagenome or environmental,5010663,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822694,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018807,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma132,SRP401402
SRR21833629,AMPLICON,500,11582500,PRJNA887535,SAMN31171113,Metagenome or environmental,6404921,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822693,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018806,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma131,SRP401402
SRR21833630,AMPLICON,500,7742500,PRJNA887535,SAMN31171112,Metagenome or environmental,4490356,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822692,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018805,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma130,SRP401402
SRR21833631,AMPLICON,500,5390500,PRJNA887535,SAMN31170995,Metagenome or environmental,3250327,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822691,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010421,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma13,SRP401402
SRR21833632,AMPLICON,500,7728500,PRJNA887535,SAMN31171111,Metagenome or environmental,4467693,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822690,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018803,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma129,SRP401402
SRR21833633,AMPLICON,500,6276500,PRJNA887535,SAMN31171110,Metagenome or environmental,3696676,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822689,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018802,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma128,SRP401402
SRR21833634,AMPLICON,500,5855500,PRJNA887535,SAMN31171109,Metagenome or environmental,3456380,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822688,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018801,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma127,SRP401402
SRR21833635,AMPLICON,500,9541000,PRJNA887535,SAMN31171108,Metagenome or environmental,5791009,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822687,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018800,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma126,SRP401402
SRR21833636,AMPLICON,500,4563500,PRJNA887535,SAMN31171107,Metagenome or environmental,2729303,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822686,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018799,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma125,SRP401402
SRR21833637,AMPLICON,500,6513000,PRJNA887535,SAMN31171106,Metagenome or environmental,3902355,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822685,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018798,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma124,SRP401402
SRR21833638,AMPLICON,500,6184500,PRJNA887535,SAMN31171105,Metagenome or environmental,3619296,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822684,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018797,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma123,SRP401402
SRR21833639,AMPLICON,500,6090500,PRJNA887535,SAMN31171064,Metagenome or environmental,3661296,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822683,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018060,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma82,SRP401402
SRR21833640,AMPLICON,502,11227230,PRJNA887535,SAMN31171063,Metagenome or environmental,6437504,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822682,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010493,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma81,SRP401402
SRR21833641,AMPLICON,502,15019338,PRJNA887535,SAMN31171062,Metagenome or environmental,8601231,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822681,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010492,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma80,SRP401402
SRR21833642,AMPLICON,500,10772500,PRJNA887535,SAMN31170990,Metagenome or environmental,6419052,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822680,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010412,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma8,SRP401402
SRR21833643,AMPLICON,502,12618272,PRJNA887535,SAMN31171061,Metagenome or environmental,7061619,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822679,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010491,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma79,SRP401402
SRR21833644,AMPLICON,502,6163556,PRJNA887535,SAMN31171060,Metagenome or environmental,3573701,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822678,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010490,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma78,SRP401402
SRR21833645,AMPLICON,502,10667500,PRJNA887535,SAMN31171059,Metagenome or environmental,6263859,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822677,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010489,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma77,SRP401402
SRR21833646,AMPLICON,502,7085730,PRJNA887535,SAMN31171058,Metagenome or environmental,4093679,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822676,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010488,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma76,SRP401402
SRR21833647,AMPLICON,502,8155994,PRJNA887535,SAMN31171057,Metagenome or environmental,4795243,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822675,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010487,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma75,SRP401402
SRR21833648,AMPLICON,502,5766474,PRJNA887535,SAMN31171056,Metagenome or environmental,3224410,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822674,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010486,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma74,SRP401402
SRR21833649,AMPLICON,502,12706624,PRJNA887535,SAMN31171055,Metagenome or environmental,7522438,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822673,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010485,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma73,SRP401402
SRR21833650,AMPLICON,502,13823072,PRJNA887535,SAMN31171054,Metagenome or environmental,7840142,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822672,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010484,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma72,SRP401402
SRR21833651,AMPLICON,502,10644408,PRJNA887535,SAMN31171053,Metagenome or environmental,6219131,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822671,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010483,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma71,SRP401402
SRR21833652,AMPLICON,502,11952118,PRJNA887535,SAMN31171052,Metagenome or environmental,6882218,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822670,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010482,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma70,SRP401402
SRR21833653,AMPLICON,500,6662500,PRJNA887535,SAMN31170989,Metagenome or environmental,3918402,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822669,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010411,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma7,SRP401402
SRR21833654,AMPLICON,502,5588264,PRJNA887535,SAMN31171051,Metagenome or environmental,3226445,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822668,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010481,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma69,SRP401402
SRR21833655,AMPLICON,502,3906564,PRJNA887535,SAMN31171050,Metagenome or environmental,2400743,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822667,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010480,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma68,SRP401402
SRR21833656,AMPLICON,502,8041538,PRJNA887535,SAMN31171049,Metagenome or environmental,4689659,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822666,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010478,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma67,SRP401402
SRR21833657,AMPLICON,502,6494876,PRJNA887535,SAMN31171048,Metagenome or environmental,3920473,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822665,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010477,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma66,SRP401402
SRR21833658,AMPLICON,502,9718720,PRJNA887535,SAMN31171047,Metagenome or environmental,5663487,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822664,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010476,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma65,SRP401402
SRR21833659,AMPLICON,502,9010900,PRJNA887535,SAMN31171046,Metagenome or environmental,5192456,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822663,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010475,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma64,SRP401402
SRR21833660,AMPLICON,502,4463784,PRJNA887535,SAMN31171045,Metagenome or environmental,2736800,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822662,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010474,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma63,SRP401402
SRR21833661,AMPLICON,502,4772012,PRJNA887535,SAMN31171044,Metagenome or environmental,2879058,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822661,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010473,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma62,SRP401402
SRR21833662,AMPLICON,502,9672034,PRJNA887535,SAMN31171043,Metagenome or environmental,5303515,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822660,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010472,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma61,SRP401402
SRR21833663,AMPLICON,502,8255892,PRJNA887535,SAMN31171042,Metagenome or environmental,4794657,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822659,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010471,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma60,SRP401402
